Date,Store_ID,Product_ID,Category,Region,Inventory Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
08-09-2023,AMAZON_MUM_02,PROD_00316,Home,West,-132,1208,1089,1077,3279.86,0.36,rain,Diwali Sale,3064.28,Medium
05-07-2022,Spencer_CHN_01,PROD_00442,electronics,South,146,118,160,145,14038.63,0.18,windy,New Year Sale,16041.86,Slow
12-03-2023,LOCALMART_JDP_01,PROD_00002,Automotive,West,2035,0,831,1385,175,0.39,WINDY,1,5217.26,Festive
03-05-2023,DMART_CHN_04,PROD_00446,Sports,South,187,72,215,73,,0.35,FOG,FALSE,1927.97,Normal
02-01-2024,JIOMART_PAT_01,PROD_00191,FURNITURE,East,158,61,126,87,9816.15,0.09,,Navratri,9230.77,Off-season
23-08-2024,DMART_BLR_03,PROD_00025,Stationery,South,52,34,60,35,350.13,,stormy,0,312.07,Average
08-12-2024,RELIANCE_LKW_01,PROD_00382,BEAUTY,North,602,392,457,291,952.32,0.31,overcast,Independence Day,817.72,High
13-12-2024,BIGBAZAAR_NGP_01,PROD_00415,Auto,West,213,13,88,142,4902.23,0.7,Wet,Diwali Sale,5109.26,Peak
29-03-2025,FLIPKART_BLR_01,PROD_00295,Clothes,South,96,81,111,89,,0.06,foggy,TRUE,1783.25,Average
03-04-2025,FLIPKART_BLR_01,PROD_00378,Clothes,South,,427,711,583,1246.71,0.14,SUNNY,Holi Offer,959.53,Medium
10-03-2024,MEESHO_HYD_02,PROD_00390,Auto,South,71,62,73,122,2904.97,0.36,Thunderstorm,Independence Day,3396.02,High
07-01-2022,MEESHO_KOL_01,PROD_00060,Electronics,East,1029,350,788,406,16936.86,0.17,SUNNY,Navratri,17406.2,Low
06-23-2022,AMAZON_MUM_02,PROD_00325,groceries,West,257,84,248,83,468.29,0.44,SUNNY,Navratri,533.07,Off-season
04-09-2023,JIOMART_PAT_01,PROD_00350,Kitchen,East,602,492,431,494,2738.14,0.33,Overcast,Diwali Sale,2828.38,Peak
07-20-2022,MEESHO_KOL_01,PROD_00307,Electrnics,East,384,168,139,143,11620.75,0.11,Foggy,None,14006.8,Slow
07-12-2024,MEESHO_KOL_01,PROD_00052,Sport,East,368,145,399,119,1385.48,0.07,Windy,NO,1499.65,Festive
10-18-2024,DMART_BLR_03,PROD_00476,Electronic,South,735,219,798,221,12809.99,0.4,cloudy,New Year Sale,10268.07,High
20-07-2023,AMAZON_DEL_01,PROD_00136,Automotive,North,93,42,51,72,3021.9,0.02,Wet,TRUE,2701.39,Slow
15-11-2022,Spencer_CHN_01,PROD_00015,Clothing,South,,311,376,432,955.76,0.32,windy,Christmas Sale,1009.21,Festive
24-10-2024,FLIPKART_BLR_01,PROD_00370,AUTO,South,,101,52,49,3619.16,0.37,Stormy,None,3374.66,High
18-01-2023,LOCALMART_JDP_01,PROD_00391,Auto,West,,155,242,69,4185.4,0.1,Cloudy,New Year Sale,4815.71,Peak
25-06-2024,LOCALMART_JDP_01,PROD_00397,sports,West,27,13,27,-35,1663.53,0.27,Storm,Republic Day,1827.95,Slow
19-11-2023,BIGBAZAAR_NGP_01,PROD_00148,Cosmetics,West,2015,838,877,650,1037.15,0.24,cloudy,New Year Sale,1077.86,Peak
31-03-2023,DMART_DEL_02,PROD_00049,Clothing,North,379,151,316,129,1002.75,0.2,SUNNY,FALSE,1011.35,Peak
14-05-2024,RELIANCE_LKW_01,PROD_00324,cosmetics,North,1483,494,1104,486,643.81,,Windy,TRUE,515.94,Normal
28-03-2022,FLIPKART_BLR_01,PROD_00257,Stationery,South,154,96,51,105,469.93,0.02,Fair,Christmas Sale,614.02,Average
31-12-2023,FLIPKART_BLR_01,PROD_00196,Automotive,South,863,342,635,268,3271.21,0.05,stormy,Independence Day,3512.09,High
28-07-2023,DMART_BLR_03,PROD_00372,Electrnics,South,,556,356,508,11737.88,0.13,RAINY,FALSE,12910.01,Low
08-10-2024,DMART_BLR_03,PROD_00226,Furnishings,South,202,76,171,69,11331.59,0.31,Sunny,Navratri,10655.59,Peak
29-05-2023,DMART_BLR_03,PROD_00291,cosmetics,South,56,48,56,46,819.3,0.41,Cloudy,TRUE,847.39,Average
06-18-2022,FLIPKART_PUN_02,PROD_00427,Book,West,154,138,86,66,629.18,0.11,Rainy,Republic Day,579.75,Slow
15-03-2023,Spencer_CHN_01,PROD_00160,BOOKS,South,210,150,125,184,343.85,0.24,,Republic Day,403.88,Average
04-11-2024,RELIANCE_LKW_01,PROD_00130,Home&Kitchen,North,229,167,113,235,,0.35,Storm,Christmas Sale,2655.91,High
13-12-2022,MEESHO_HYD_02,PROD_00276,Kids,South,1021,354,1046,419,899.28,0.18,Windy,0,1095.64,Festive
05-11-2024,LOCALMART_JDP_01,PROD_00489,Clothes,West,721,447,695,400,,0.22,Breezy,Independence Day,828.19,Festive
02-26-2022,BIGBAZAAR_NGP_01,PROD_00093,Home,West,977,351,643,472,2259.91,0.23,Breezy,TRUE,2400.18,Low
01-07-2023,DMART_BLR_03,PROD_00161,Apparel,South,190,103,101,37,1415.72,,Stormy,Navratri,1453.08,Slow
02-12-2022,JIOMART_PAT_01,PROD_00213,Automotive,East,558,350,343,343,,0.14,foggy,TRUE,2279.34,High
08-03-2023,Spencer_CHN_01,PROD_00437,clothing,South,330,325,116,382,980.93,0.02,Fog,Eid Special,980.5,Normal
24-08-2023,DMART_BLR_03,PROD_00346,AUTO,South,934,434,1030,292,3410.71,0.01,CLOUDY,Christmas Sale,4484.42,Average
27-01-2024,DMART_CHN_04,PROD_00048,Stationery,South,974,493,700,400,491.11,0.12,overcast,Holi Offer,501.69,Low
04-11-2024,DMART_BLR_03,PROD_00253,toys,South,2184,669,1525,536,839.08,0.14,Storm,Holi Offer,693.93,High
11-13-2023,RELIANCE_LKW_01,PROD_00266,CLOTHING,North,210,129,213,180,1028.59,0.33,Overcast,NO,1225.71,High
19-03-2024,DMART_BLR_03,PROD_00479,Toys,South,600,283,673,231,926.27,0.22,Storm,Republic Day,1190.23,Average
18-10-2024,FLIPKART_BLR_01,PROD_00095,TOYS,South,1837,697,1744,973,841.77,0.08,rain,TRUE,775.65,High
22-08-2024,BIGBAZAAR_NGP_01,PROD_00017,Sports,West,291,123,329,79,1963.17,0.12,SUN,FALSE,2527.66,Average
01-06-2023,MEESHO_HYD_02,PROD_00071,sports,South,949,464,1053,358,1946.68,0.07,Thunderstorm,New Year Sale,2187.08,Low
03-08-2022,DMART_DEL_02,PROD_00372,Home&Kitchen,North,1064,496,1268,332,2758.99,0.17,stormy,Holi Offer,3672,Medium
25-01-2023,LOCALMART_JDP_01,PROD_00498,Home & Kitchen,West,670,258,521,209,2578.27,,SUNNY,Independence Day,2049.84,Low
24-04-2023,FLIPKART_PUN_02,PROD_00093,furniture,West,1084,416,748,416,16681.62,0.02,STORM,Navratri,15079.69,Medium
12-08-2024,LOCALMART_JDP_01,PROD_00408,SPORTS,West,329,96,136,95,1852.86,0.03,CLOUDY,None,1545.49,Medium
21-08-2024,FLIPKART_BLR_01,PROD_00406,SPORTS,South,286,2,147,223,1777.82,0.69,Stormy,FALSE,2308.78,Medium
18-12-2022,FLIPKART_BLR_01,PROD_00308,FURNITURE,South,1380,1676,1174,1677,12212.84,0.36,Foggy,Christmas Sale,11099.07,High
27-12-2024,FLIPKART_PUN_02,PROD_00028,BEAUTY,West,893,13,581,620,1006.24,0.43,Breezy,Republic Day,834.4,High
10-11-2024,AMAZON_MUM_02,PROD_00055,home,West,206,191,215,227,3147.52,,stormy,Independence Day,3619.08,Festive
27-05-2025,AMAZON_DEL_01,PROD_00044,Home & Kitchen,North,93,87,88,88,2195.26,0.32,,None,2025.54,Normal
07-07-2023,FLIPKART_PUN_02,PROD_00162,Electronic,West,1525,541,1176,338,13195.61,0.27,CLOUDY,Christmas Sale,10410.93,Low
16-12-2023,FLIPKART_BLR_01,PROD_00164,Toy,South,612,343,448,530,740.36,0.31,CLOUDY,TRUE,599.5,High
01-05-2023,DMART_CHN_04,PROD_00029,TOYS,South,627,563,396,446,884.11,0.35,FOG,Navratri,1152.46,Average
31-10-2023,DMART_BLR_03,PROD_00254,Fitness,South,147,71,166,72,1480.66,0.24,Mist,Navratri,1596.12,High
24-12-2023,AMAZON_MUM_02,PROD_00182,Home & Kitchen,West,833,498,873,372,2784.13,0.26,overcast,0,2975.56,Festive
31-05-2024,DMART_BLR_03,PROD_00247,Sport,South,914,267,454,265,1875.38,0.1,rain,0,1808.59,Medium
08-11-2024,DMART_BLR_03,PROD_00324,Cosmetics,South,1809,5,1025,512,888.85,0.59,,Diwali Sale,1105.07,High
23-01-2022,Spencer_CHN_01,PROD_00330,Home,South,-75,423,1036,361,2164.87,0.43,overcast,Christmas Sale,2022.17,Low
11-01-2022,LOCALMART_JDP_01,PROD_00058,SPORTS,West,356,164,318,242,1874.94,0.15,Rain,none,1706.92,Low
22-09-2024,MEESHO_HYD_02,PROD_00499,toys,South,47,28,34,12,864.52,0.17,Storm,None,949.84,Average
08-09-2023,RELIANCE_LKW_01,PROD_00489,Sport,North,533,325,401,474,1698.72,0.31,STORM,Christmas Sale,1548.98,Medium
09-06-2023,FLIPKART_BLR_01,PROD_00028,FURNITURE,South,136,43,65,61,13447.64,0.07,rain,Republic Day,14095.38,Slow
07-11-2022,FLIPKART_BLR_01,PROD_00194,Toy,South,5386,821,0,942,799.68,0.08,STORM,New Year Sale,691.87,High
04-06-2024,Spencer_CHN_01,PROD_00019,GROCERY,South,77,30,66,34,314.06,0.11,SUNNY,FALSE,293.22,Slow
05-05-2024,DMART_BLR_03,PROD_00159,Home,South,679,226,348,182,2977.66,0.08,rainy,Republic Day,3097.72,Medium
20-01-2024,AMAZON_MUM_02,PROD_00388,furniture,West,277,119,102,171,12898.75,0.03,Cloudy,Eid Special,14096.54,Off-season
11-05-2023,AMAZON_DEL_01,PROD_00415,sports,North,25,12,11,-2,1892.59,0.44,rainy,Republic Day,2267.63,Normal
22-04-2023,AMAZON_MUM_02,PROD_00424,books,West,,11,167,248,437.47,0.66,foggy,Republic Day,583.24,Medium
19-07-2024,DMART_MUM_01,PROD_00303,BOOKS,West,537,0,455,165,549.59,0.39,Fog,Navratri,476.07,Low
23-04-2022,DMART_MUM_01,PROD_00395,BOOKS,West,49,47,57,45,547.64,,Mist,0,653.71,Normal
18-05-2022,LOCALMART_JDP_01,PROD_00462,Toys,West,638,325,599,373,951.83,0.28,Rainy,FALSE,1172.44,Medium
21-10-2022,BIGBAZAAR_NGP_01,PROD_00470,Car Accessories,West,228,74,190,60,4004.24,0.41,Overcast,FALSE,4151.69,Festive
01-10-2023,MEESHO_KOL_01,PROD_00312,Kitchen,East,1083,355,350,481,2048.73,0.36,RAINY,Holi Offer,2215.64,Peak
17-07-2024,MEESHO_HYD_02,PROD_00419,AUTO,South,323,140,370,124,3194.55,0.31,CLOUDY,TRUE,2423.12,Low
17-10-2022,AMAZON_MUM_02,PROD_00130,furniture,West,365,306,211,308,13636.45,0.19,foggy,FALSE,14869.34,Low
16-05-2022,DMART_DEL_02,PROD_00272,electronics,North,1037,548,590,408,16891.97,0.01,Sunny,Holi Offer,22583.49,Medium
09-11-2024,DMART_BLR_03,PROD_00030,HOME & KITCHEN,South,998,664,783,662,2698.32,0.43,sunny,Onam Festival,2403.98,High
29-05-2022,BIGBAZAAR_NGP_01,PROD_00044,Clothing,West,143,42,105,53,1539.78,0.09,cloudy,0,1364.15,Average
15-07-2023,DMART_CHN_04,PROD_00002,Sport,South,364,240,239,312,1447.31,0.45,cloudy,Independence Day,1643.98,Medium
08-01-2023,AMAZON_DEL_01,PROD_00159,toys,North,,56,121,22,973.45,0.21,Windy,Navratri,985.79,Slow
13-02-2022,MEESHO_KOL_01,PROD_00324,sports,East,275,166,182,116,1454.8,0.01,sunny,FALSE,1798.69,Off-season
13-06-2022,DMART_CHN_04,PROD_00210,furniture,South,89,84,49,86,12464.02,0.1,foggy,Eid Special,15298.79,Low
31-12-2022,AMAZON_MUM_02,PROD_00331,Home,West,3390,1031,2403,1189,2592.38,0.25,Thunderstorm,TRUE,3042.87,High
22-10-2022,FLIPKART_PUN_02,PROD_00034,Sport,West,752,689,537,687,1917.24,0.06,Cloudy,New Year Sale,2140.43,Peak
14-09-2024,DMART_DEL_02,PROD_00497,AUTO,North,827,259,480,276,4264.04,0.35,Rain,Independence Day,4002.06,Medium
13-01-2024,DMART_MUM_01,PROD_00194,cosmetics,West,,160,191,149,,0.33,foggy,NO,713.11,Off-season
09-12-2023,JIOMART_PAT_01,PROD_00403,FURNITURE,East,313,137,259,67,12139.5,,Thunderstorm,Independence Day,11361.16,Festive
27-05-2024,DMART_CHN_04,PROD_00486,Clothing,South,,332,813,430,,0.09,sunny,1,1492.17,Normal
02-10-2022,DMART_DEL_02,PROD_00341,Sports,North,1436,600,772,575,1753.95,0.35,Thunderstorm,Navratri,2005.17,Festive
17-12-2024,LOCALMART_JDP_01,PROD_00080,BOOKS,West,1272,426,749,426,516.21,0.36,Clear,FALSE,598.55,High
24-12-2023,RELIANCE_LKW_01,PROD_00130,Clothes,North,539,262,224,247,1444.91,0.15,Drizzle,NO,1153.56,Festive
04-09-2023,JIOMART_PAT_01,PROD_00043,Fitness,East,300,232,149,137,1982.77,0.22,STORM,None,1782.6,Average
05-25-2024,RELIANCE_LKW_01,PROD_00249,Sports,North,729,631,270,640,1447.38,0.42,Windy,TRUE,1882.41,Normal
01-29-2022,FLIPKART_BLR_01,PROD_00056,Toys,South,1406,403,1416,405,1123.89,,SUN,TRUE,934.63,Off-season
07-09-2023,FLIPKART_PUN_02,PROD_00473,home,West,314,2,166,96,2990.12,0.46,Wet,None,2441.95,Medium
01-09-2023,DMART_DEL_02,PROD_00486,beauty,North,240,163,104,198,969.53,0.24,WINDY,TRUE,828.71,Average
11-01-2022,MEESHO_KOL_01,PROD_00182,Grocery,East,234,231,122,315,3725.82,0.09,Storm,1,3978.09,Slow
11-08-2023,LOCALMART_JDP_01,PROD_00005,Home,West,17891,401,0,399,3428.71,0.42,rain,New Year Sale,3946.84,Low
12-07-2023,FLIPKART_PUN_02,PROD_00053,Clothes,West,702,281,455,282,1362.88,0.18,sunny,Republic Day,1401.97,Slow
24-08-2023,FLIPKART_BLR_01,PROD_00492,GROCERY,South,,260,826,295,,0.24,Rainy,FALSE,381.96,Medium
16-11-2022,DMART_DEL_02,PROD_00490,TOYS,North,804,438,283,489,913.24,0.26,Foggy,Christmas Sale,810.04,High
10-06-2022,Spencer_CHN_01,PROD_00435,ELECTRONICS,South,146,42,156,26,,0.2,FOG,0,14560.46,Slow
15-12-2023,DMART_CHN_04,PROD_00373,Kids,South,69,56,65,40,838.74,0.04,,TRUE,1070.63,High
12-10-2024,AMAZON_DEL_01,PROD_00045,Clothing,North,533,171,326,268,1163.52,0.04,Storm,None,1153.31,High
13-12-2024,AMAZON_DEL_01,PROD_00378,Sport,North,732,293,581,169,1652.95,0.05,Thunderstorm,None,1379.19,High
25-03-2022,BIGBAZAAR_NGP_01,PROD_00368,furniture,West,653,302,744,338,13978.37,0.07,FOG,New Year Sale,16971.82,Average
14-01-2024,FLIPKART_BLR_01,PROD_00357,Food,South,183,65,164,63,415.89,0.07,Fair,none,277.52,Low
12-12-2022,LOCALMART_JDP_01,PROD_00474,Furnishings,West,,926,829,804,14769.66,0.18,Breezy,Christmas Sale,16859.77,High
15-07-2023,MEESHO_KOL_01,PROD_00228,FURNITURE,East,15,12,9,11,11699.66,0.29,Clear,Independence Day,10258.12,Low
01-08-2022,AMAZON_DEL_01,PROD_00011,BEAUTY,North,590,0,263,153,40,0.23,Breezy,1,1083.64,Medium
10-27-2024,DMART_BLR_03,PROD_00462,Clothing,South,352,312,150,394,1369.15,0.22,,FALSE,1587.47,High
28-06-2025,MEESHO_KOL_01,PROD_00061,Fitness,East,41590,12463,43399,14407,2043.31,0.04,SUN,Independence Day,2113.1,Off-season
24-11-2024,BIGBAZAAR_NGP_01,PROD_00299,Auto,West,1625,504,1525,653,3472.75,0.08,Clear,Republic Day,4311.94,High
20-04-2022,BIGBAZAAR_NGP_01,PROD_00051,Toy,West,513,598,177,549,1215.5,0.36,Stormy,0,1429.13,Average
31-03-2024,RELIANCE_LKW_01,PROD_00021,Automotive,North,1090,587,1102,658,2986.75,0.34,Rainy,Eid Special,2688.29,Average
30-07-2022,DMART_BLR_03,PROD_00156,Furniture,South,915,324,589,394,11586.87,0.29,,Diwali Sale,13671.06,Slow
18-10-2022,FLIPKART_PUN_02,PROD_00182,SPORTS,West,2365,745,1479,1059,,0.25,Breezy,1,2219.72,Peak
22-02-2023,AMAZON_MUM_02,PROD_00466,Sports,West,1376,427,1377,337,2311.99,0.28,,Navratri,2709.62,Slow
21-09-2023,AMAZON_MUM_02,PROD_00397,automotive,West,16734,110,0,175,3436.49,0.22,,1,4597.54,Normal
04-03-2023,FLIPKART_BLR_01,PROD_00234,Books,South,374,111,306,166,400.02,0.19,foggy,Onam Festival,415.83,Normal
16-12-2022,RELIANCE_LKW_01,PROD_00385,Kitchen,North,828,267,520,266,2427.09,0.35,rain,Independence Day,2331.46,Festive
02-20-2022,MEESHO_HYD_02,PROD_00131,Toys,South,435,140,305,110,845.09,0.35,Clear,0,707.06,Slow
04-09-2023,BIGBAZAAR_NGP_01,PROD_00412,Book,West,664,357,432,235,495.33,0.05,SUNNY,FALSE,427.27,Medium
12-11-2024,RELIANCE_LKW_01,PROD_00081,Books,North,1334,520,514,631,525.81,0.37,RAINY,TRUE,686.87,Festive
26-10-2022,DMART_BLR_03,PROD_00457,Home,South,292,140,106,139,2025.99,0.14,Cloudy,Independence Day,2762.53,High
03-08-2022,BIGBAZAAR_NGP_01,PROD_00039,Home,West,131,101,90,108,2397.1,0.42,rain,none,2679.93,Average
05-12-2023,DMART_CHN_04,PROD_00231,Books,South,351,157,202,102,4490.74,0.26,Clear,Republic Day,4886.62,Festive
02-05-2024,FLIPKART_BLR_01,PROD_00496,GROCERY,South,19,19,19,26,,0.12,Rainy,None,384.01,Off-season
29-03-2025,DMART_DEL_02,PROD_00415,Electrnics,North,920,331,762,279,15938.82,0.33,WINDY,Onam Festival,20494.85,Normal
09-12-2022,AMAZON_DEL_01,PROD_00400,cosmetics,North,2517,13,2460,705,871.69,0.36,FOG,Christmas Sale,1023.69,High
28-04-2025,DMART_DEL_02,PROD_00437,Electronics,North,1440,564,1176,674,15289.41,0.01,Windy,Eid Special,12239.55,Normal
13-09-2024,AMAZON_DEL_01,PROD_00309,Toys,North,2261,665,1022,572,1057.78,0.03,Storm,Christmas Sale,866.05,Medium
28-05-2022,LOCALMART_JDP_01,PROD_00246,beauty,West,144,126,117,168,1051.16,0.2,Thunderstorm,NO,930.12,Medium
29-12-2023,Spencer_CHN_01,PROD_00091,AUTO,South,85,52,63,64,2889.53,0.01,Clear,FALSE,3591.33,Peak
06-10-2024,Spencer_CHN_01,PROD_00100,Auto,South,379,11,273,158,3464.62,0.52,STORM,Republic Day,3695.27,Low
11-11-2022,Spencer_CHN_01,PROD_00408,Stationery,South,13130,358,0,457,469.72,0.01,RAINY,none,572.75,High
26-02-2025,DMART_CHN_04,PROD_00067,Food,South,136,62,45,71,386.37,0.43,CLOUDY,none,487.68,Low
08-15-2022,MEESHO_HYD_02,PROD_00415,BOOKS,South,302,1,104,264,464.29,0.39,Thunderstorm,0,602.39,Normal
18-02-2022,MEESHO_HYD_02,PROD_00229,Apparel,South,352,0,331,352,60,0.3,CLOUDY,Eid Special,1218.3,Slow
21-08-2024,Spencer_CHN_01,PROD_00128,Sports,South,11590,252,0,315,1479.78,0.14,WINDY,0,1185.07,Medium
11-01-2023,BIGBAZAAR_NGP_01,PROD_00300,AUTO,West,92,67,97,109,4329.36,0.41,Rain,Christmas Sale,4693.04,Low
04-04-2024,MEESHO_HYD_02,PROD_00277,GROCERY,South,529,2,507,155,274.38,0.47,STORM,Christmas Sale,401.2,Normal
31-01-2023,DMART_MUM_01,PROD_00354,Sport,West,,213,512,359,2218.56,0.29,WINDY,Independence Day,1792.96,Off-season
19-12-2024,LOCALMART_JDP_01,PROD_00390,Sport,West,370,153,225,90,1589.51,0.24,windy,FALSE,2052.27,Peak
04-05-2023,DMART_CHN_04,PROD_00115,automotive,South,668,219,382,214,2854.86,0.32,rain,none,2878.96,Normal
06-04-2024,FLIPKART_PUN_02,PROD_00280,Clothes,West,1461,0,1372,672,60,0.21,,Christmas Sale,1439.6,Average
07-07-2023,DMART_CHN_04,PROD_00047,Furnishings,South,688,489,496,712,10291.51,0.24,SUN,TRUE,11167.01,Slow
12-10-2024,FLIPKART_BLR_01,PROD_00485,SPORTS,South,1446,633,1407,641,1428.32,0.27,stormy,New Year Sale,1099.96,Peak
09-07-2022,DMART_DEL_02,PROD_00057,Electronics,North,1221,394,963,333,14643.96,0.38,stormy,1,15947.45,Off-season
30-12-2022,MEESHO_KOL_01,PROD_00036,automotive,East,502,217,515,215,,0.19,SUN,Independence Day,3716.95,High
12-03-2024,RELIANCE_LKW_01,PROD_00315,beauty,North,1596,538,1415,466,1012.01,0.35,Foggy,FALSE,1279.55,Peak
19-04-2022,DMART_DEL_02,PROD_00165,Sport,North,165,73,189,92,1661.67,0.39,SUN,TRUE,1548.2,Average
15-08-2023,DMART_MUM_01,PROD_00472,books,West,328,302,239,449,388.89,0.31,rain,none,393.68,Normal
21-10-2023,RELIANCE_LKW_01,PROD_00439,Stationery,North,205,112,135,114,485.43,,Storm,1,582.73,High
01-09-2022,JIOMART_PAT_01,PROD_00408,Groceries,East,250,85,114,76,295.2,0.22,sunny,Independence Day,287.7,Peak
02-07-2022,FLIPKART_BLR_01,PROD_00290,groc,South,682,213,406,182,374.94,0.15,rainy,Republic Day,247.96,Low
28-07-2022,AMAZON_MUM_02,PROD_00077,furniture,West,44,25,51,43,10373.56,0.36,Foggy,FALSE,8476.94,Off-season
07-07-2023,MEESHO_HYD_02,PROD_00109,Stationery,South,114,48,36,79,459.06,0.04,Fog,NO,519.23,Low
18-11-2022,AMAZON_DEL_01,PROD_00486,FURNITURE,North,1239,429,500,528,13348.44,0.29,Drizzle,Holi Offer,13767.67,Peak
23-01-2024,LOCALMART_JDP_01,PROD_00483,FURNITURE,West,621,195,657,214,12975.34,0.38,clear,Navratri,11137.34,Low
06-05-2022,AMAZON_DEL_01,PROD_00333,BEAUTY,North,,451,588,329,,0.27,,Christmas Sale,730.13,Average
15-06-2023,MEESHO_KOL_01,PROD_00266,Sport,East,252,193,120,243,1887.32,0.29,Rain,Onam Festival,2480.42,Off-season
02-11-2024,MEESHO_KOL_01,PROD_00452,SPORTS,East,495,189,560,210,1494.37,0.27,Storm,TRUE,1491.53,High
21-01-2024,AMAZON_DEL_01,PROD_00130,cosmetics,North,116,79,66,58,909.59,0.03,Fog,0,835.96,Medium
23-05-2022,MEESHO_KOL_01,PROD_00453,groc,East,275,270,244,274,389.28,0.41,FOG,TRUE,465.1,Average
21-11-2024,DMART_DEL_02,PROD_00473,sports,North,777,400,723,505,1851.86,0.43,Storm,New Year Sale,2406.85,Peak
03-04-2025,Spencer_CHN_01,PROD_00500,HOME & KITCHEN,South,90,41,53,41,2732.37,0.19,,0,2603.27,Average
26-07-2023,DMART_BLR_03,PROD_00426,automotive,South,,313,782,246,3579.25,0.1,Rain,Onam Festival,2994.39,Slow
14-03-2024,FLIPKART_BLR_01,PROD_00358,Beauty,South,233,125,266,86,823.71,0.24,foggy,Diwali Sale,957.96,Medium
14-10-2024,BIGBAZAAR_NGP_01,PROD_00059,automotive,West,170,50,101,66,3414.91,0.24,clear,1,3480.67,High
26-01-2022,AMAZON_MUM_02,PROD_00070,groc,West,95,30,101,38,408.01,0.15,Foggy,New Year Sale,542.96,Low
19-09-2024,Spencer_CHN_01,PROD_00179,toys,South,165,108,155,64,1051.91,0.06,Drizzle,none,1338.81,Medium
12-05-2024,RELIANCE_LKW_01,PROD_00324,Toys,North,94,88,112,63,1143.55,0.16,Clear,Holi Offer,1471.92,Medium
03-03-2024,RELIANCE_LKW_01,PROD_00223,clothing,North,928,663,959,865,1349.49,0.05,,Eid Special,1328.63,Medium
04-07-2023,DMART_DEL_02,PROD_00159,home,North,570,0,611,254,125,0.37,Breezy,Onam Festival,2383.64,Low
17-02-2024,FLIPKART_BLR_01,PROD_00327,Electronic,South,185,108,99,70,12978.09,0.41,,Navratri,16767.3,Low
25-10-2022,AMAZON_DEL_01,PROD_00458,Furniture,North,239,75,249,41,13719.9,0.29,Clear,Republic Day,11774.71,High
11-25-2024,DMART_DEL_02,PROD_00037,GROCERY,North,189,113,138,146,451.23,0.39,overcast,Diwali Sale,512.12,High
02-02-2023,RELIANCE_LKW_01,PROD_00237,Auto,North,1072,357,562,227,4261.78,0.35,rain,New Year Sale,5331.02,Low
16-02-2024,AMAZON_DEL_01,PROD_00303,beauty,North,530,188,599,146,860.18,0.31,Stormy,Republic Day,641.79,Low
27-09-2024,FLIPKART_BLR_01,PROD_00124,Electronic,South,551,220,262,221,13334.98,0.38,Fog,Holi Offer,16864,Average
02-05-2024,AMAZON_DEL_01,PROD_00247,Kids,North,395,115,224,92,,0.08,Fog,New Year Sale,1085.55,Average
12-04-2023,MEESHO_KOL_01,PROD_00311,FURNITURE,East,1058,505,457,430,11148.66,0.45,stormy,TRUE,11785.21,Medium
08-03-2024,FLIPKART_BLR_01,PROD_00229,Electronic,South,284,214,171,279,13001.97,0.2,Foggy,none,17162.97,Medium
15-02-2023,DMART_CHN_04,PROD_00170,CLOTHING,South,251,0,117,216,60,0.62,overcast,None,1092.27,Off-season
24-05-2022,DMART_BLR_03,PROD_00470,Electronic,South,612,179,264,90,12453.27,0.3,Clear,0,12795,Low
06-23-2023,DMART_MUM_01,PROD_00173,sports,West,562,223,514,197,2147.3,,Fog,Holi Offer,2080.88,Off-season
02-08-2022,DMART_MUM_01,PROD_00373,Beauty,West,852,422,342,382,930.69,0.35,,Navratri,869.25,Medium
21-08-2024,DMART_CHN_04,PROD_00260,Clothing,South,108,40,86,23,1356.39,0.3,Fair,Independence Day,1127.04,Medium
09-02-2025,MEESHO_KOL_01,PROD_00316,BEAUTY,East,,39,38,31,804.7,0.36,rain,FALSE,669.47,Slow
15-03-2022,MEESHO_HYD_02,PROD_00172,Sports,South,960,518,963,493,2062.41,0.26,FOG,New Year Sale,1813.03,Medium
02-10-2022,DMART_DEL_02,PROD_00181,Automotive,North,,406,454,463,3417.07,0.4,STORM,None,3405.64,Peak
18-04-2022,AMAZON_MUM_02,PROD_00007,Toy,West,,0,120,166,47.5,0.37,SUN,New Year Sale,682.56,Medium
18-07-2024,LOCALMART_JDP_01,PROD_00498,electronics,West,990,384,388,405,19394.51,0.35,SUNNY,TRUE,18941.46,Low
10-01-2024,JIOMART_PAT_01,PROD_00087,Sports,East,222,75,105,63,1430.85,0.22,Fair,FALSE,1251.95,Slow
05-05-2022,LOCALMART_JDP_01,PROD_00469,Book,West,,86,313,45,420.71,0.41,overcast,Independence Day,338.39,Medium
05-06-2022,MEESHO_HYD_02,PROD_00393,Cosmetics,South,,232,219,280,,0.39,CLOUDY,Holi Offer,907.85,Off-season
30-10-2024,LOCALMART_JDP_01,PROD_00263,beauty,West,790,608,470,819,929.76,0.23,Thunderstorm,Onam Festival,771.76,Festive
27-01-2024,DMART_BLR_03,PROD_00025,Toy,South,588,205,679,222,1035.84,0.13,stormy,FALSE,965.75,Low
17-02-2023,LOCALMART_JDP_01,PROD_00273,Beauty,West,846,347,527,449,969.3,0.34,Overcast,New Year Sale,1289.7,Off-season
24-02-2024,MEESHO_HYD_02,PROD_00290,Kids,South,548,399,325,531,922.98,0.24,WINDY,1,826.48,Peak
