Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
14-10-2032,DMART_005,PRD_0211,Stationery,Maharashtra,1765,128,198,119,384.79,0.18,Rainy,Summer Special,355.62,Medium
15-10-2032,DMART_002,PRD_0914,Groceries,Andhra Pradesh,747,178,205,161,1840.01,0.11,Extreme Heat,None,1582.47,Medium
16-10-2032,DMART_022,PRD_0902,Personal Care,Maharashtra,172,153,206,158,2012.77,0.34,Humid,None,1268.09,Medium
17-10-2032,DMART_057,PRD_0045,Personal Care,Gujarat,1962,22,117,65,1000.87,0.26,Rainy,None,808.63,Medium
18-10-2032,DMART_066,PRD_0097,Groceries,Gujarat,1169,283,365,292,3469.71,0.32,Humid,Republic Day Offer,2291.7,High
19-10-2032,DMART_074,PRD_0279,Personal Care,Maharashtra,654,134,161,147,1187.99,0.22,Rainy,Festive Discount,1040.76,High
20-10-2032,DMART_098,PRD_0535,Home & Kitchen,Tamil Nadu,564,85,151,97,751.69,0.07,Humid,Diwali Sale,750.98,Medium
21-10-2032,DMART_016,PRD_0410,Personal Care,Gujarat,953,127,221,137,403.27,0.39,Extreme Heat,None,249.98,Low
22-10-2032,DMART_051,PRD_0461,Home & Kitchen,Telangana,1516,107,131,142,1337.18,0.07,Sunny,None,1250.36,Medium
23-10-2032,DMART_039,PRD_0391,Personal Care,Telangana,1587,188,270,229,2430.31,0.36,Cloudy,Diwali Sale,1503.11,Medium
24-10-2032,DMART_086,PRD_0847,Groceries,Andhra Pradesh,1444,42,109,52,825.33,0.08,Rainy,End of Month,825.62,Low
25-10-2032,DMART_076,PRD_0044,Groceries,Telangana,354,91,102,94,2698.01,0.15,Cloudy,Republic Day Offer,2599.25,Medium
26-10-2032,DMART_088,PRD_0027,Personal Care,Telangana,1430,138,161,186,491.2,0.18,Cloudy,Diwali Sale,443.61,High
27-10-2032,DMART_040,PRD_0794,Groceries,Tamil Nadu,1221,63,93,93,1552.83,0.37,Humid,Festive Discount,1050.56,Medium
28-10-2032,DMART_038,PRD_0097,Groceries,Tamil Nadu,1358,122,174,166,2464.26,0.36,Sunny,None,1535.71,High
29-10-2032,DMART_060,PRD_0975,Personal Care,Karnataka,706,183,237,171,490.88,0.33,Humid,None,366.88,High
30-10-2032,DMART_059,PRD_0548,Personal Care,Karnataka,1915,64,107,51,2100.49,0.15,Cloudy,Summer Special,2040.87,Low
31-10-2032,DMART_010,PRD_0621,Groceries,Tamil Nadu,1946,305,385,320,2800.35,0,Extreme Heat,None,2807.53,High
01-11-2032,DMART_099,PRD_0567,Home & Kitchen,Karnataka,1991,187,275,235,2092.51,0.27,Sunny,None,1579.58,Medium
02-11-2032,DMART_064,PRD_0704,Home & Kitchen,Tamil Nadu,311,162,183,197,1799.89,0.16,Sunny,Diwali Sale,1440.56,High
03-11-2032,DMART_063,PRD_0219,Groceries,Karnataka,1647,103,119,128,2937.28,0.3,Cloudy,None,2295.39,Low
04-11-2032,DMART_049,PRD_0185,Apparel,Gujarat,540,152,230,141,3449.26,0.32,Humid,None,2237.95,Low
05-11-2032,DMART_064,PRD_0069,Home & Kitchen,Tamil Nadu,787,31,127,21,650.97,0.18,Extreme Heat,Festive Discount,559.04,Medium
06-11-2032,DMART_032,PRD_0829,Home & Kitchen,Andhra Pradesh,1104,58,95,45,2425.89,0.3,Rainy,None,1809,Low
07-11-2032,DMART_007,PRD_0130,Personal Care,Andhra Pradesh,751,175,209,222,300.69,0.34,Humid,None,190.74,Medium
08-11-2032,DMART_021,PRD_0567,Groceries,Tamil Nadu,936,145,220,142,169.09,0.37,Sunny,None,104.94,Medium
09-11-2032,DMART_020,PRD_0890,Home & Kitchen,Telangana,1341,145,205,127,997.25,0.23,Humid,Summer Special,850.94,Medium
10-11-2032,DMART_026,PRD_0609,Groceries,Andhra Pradesh,61,61,143,55,3398.8,0.31,Rainy,None,2346.36,Medium
11-11-2032,DMART_068,PRD_0848,Electronics,Telangana,1264,46,89,85,1941.64,0.2,Extreme Heat,End of Month,1700.79,Low
12-11-2032,DMART_086,PRD_0599,Apparel,Andhra Pradesh,1473,87,142,121,953.58,0.02,Extreme Heat,None,1027.81,Medium
13-11-2032,DMART_015,PRD_0806,Personal Care,Maharashtra,1610,130,186,179,481.4,0.06,Rainy,None,466.75,Medium
14-11-2032,DMART_085,PRD_0631,Groceries,Maharashtra,1991,162,203,173,3222.24,0.05,Rainy,End of Month,2947.1,Low
15-11-2032,DMART_079,PRD_0720,Groceries,Tamil Nadu,140,140,161,125,1281.04,0.07,Cloudy,None,1134.37,High
16-11-2032,DMART_086,PRD_0334,Groceries,Andhra Pradesh,649,30,58,25,1087.31,0,Sunny,None,1140.05,Low
17-11-2032,DMART_092,PRD_0925,Personal Care,Gujarat,1917,110,166,155,3005.71,0.34,Cloudy,Republic Day Offer,1912.93,Medium
18-11-2032,DMART_014,PRD_0154,Groceries,Telangana,1574,136,183,131,2123.32,0.22,Humid,None,1814.02,Low
19-11-2032,DMART_027,PRD_0547,Personal Care,Andhra Pradesh,1859,170,189,163,606.85,0.15,Rainy,Festive Discount,529.32,High
20-11-2032,DMART_040,PRD_0079,Groceries,Tamil Nadu,350,207,226,248,1486.86,0.16,Cloudy,None,1357.19,High
21-11-2032,DMART_058,PRD_0579,Electronics,Telangana,1184,15,65,12,3250.24,0.19,Sunny,End of Month,2715.97,Low
22-11-2032,DMART_028,PRD_0855,Groceries,Karnataka,129,129,193,116,3156.19,0.03,Sunny,Summer Special,3293.16,Medium
23-11-2032,DMART_026,PRD_0413,Electronics,Tamil Nadu,885,128,208,112,263.98,0.11,Rainy,None,262.34,Medium
24-11-2032,DMART_063,PRD_0546,Electronics,Andhra Pradesh,701,189,272,209,954.77,0.34,Cloudy,None,710.11,Low
25-11-2032,DMART_066,PRD_0609,Personal Care,Gujarat,482,184,236,222,557.8,0.3,Extreme Heat,None,372.26,Medium
26-11-2032,DMART_025,PRD_0169,Home & Kitchen,Karnataka,466,364,411,352,1877.66,0.23,Rainy,Festive Discount,1560.16,High
27-11-2032,DMART_003,PRD_0681,Personal Care,Tamil Nadu,1287,173,209,194,2629.94,0.19,Humid,End of Month,2264.09,Low
28-11-2032,DMART_072,PRD_0663,Home & Kitchen,Andhra Pradesh,1520,137,178,134,1048.49,0.1,Cloudy,None,1016.69,Medium
29-11-2032,DMART_044,PRD_0583,Groceries,Maharashtra,67,67,147,92,2657.83,0.19,Cloudy,None,2070.21,High
30-11-2032,DMART_097,PRD_0515,Groceries,Andhra Pradesh,1127,150,207,177,2347.13,0.24,Rainy,None,1719.56,Medium
01-12-2032,DMART_042,PRD_0314,Personal Care,Maharashtra,1953,181,216,188,2554.21,0.29,Cloudy,Republic Day Offer,1903.07,High
02-12-2032,DMART_099,PRD_0032,Personal Care,Maharashtra,1682,263,358,279,3319.89,0.07,Cloudy,Festive Discount,2968.39,High
03-12-2032,DMART_006,PRD_0287,Personal Care,Tamil Nadu,1868,107,174,106,1497.65,0.33,Humid,None,1109.07,Medium
04-12-2032,DMART_039,PRD_0594,Groceries,Andhra Pradesh,795,131,216,148,1212.14,0.14,Humid,End of Month,1151.37,Medium
05-12-2032,DMART_052,PRD_0043,Groceries,Andhra Pradesh,289,279,312,299,2399.79,0.2,Extreme Heat,None,1868.89,High
06-12-2032,DMART_023,PRD_0903,Groceries,Maharashtra,895,383,446,424,2830.3,0.24,Humid,End of Month,2239.25,High
07-12-2032,DMART_089,PRD_0617,Groceries,Telangana,1994,107,162,106,686.23,0.2,Extreme Heat,None,586.86,Medium
08-12-2032,DMART_050,PRD_0001,Groceries,Karnataka,467,89,156,91,2966.86,0.23,Humid,End of Month,2562.94,Medium
09-12-2032,DMART_043,PRD_0573,Groceries,Gujarat,905,257,298,286,221.33,0.04,Extreme Heat,Festive Discount,243.86,High
10-12-2032,DMART_019,PRD_0270,Groceries,Andhra Pradesh,1559,144,169,128,42.25,0.17,Humid,Republic Day Offer,33.43,High
11-12-2032,DMART_069,PRD_0180,Apparel,Karnataka,1517,96,195,135,571.33,0.11,Humid,Festive Discount,531.5,Medium
12-12-2032,DMART_051,PRD_0736,Groceries,Karnataka,1639,152,231,174,3425.76,0.03,Rainy,None,3690.7,Medium
13-12-2032,DMART_011,PRD_0518,Home & Kitchen,Telangana,648,98,172,113,1842.01,0.08,Humid,Festive Discount,1879.66,Medium
14-12-2032,DMART_012,PRD_0103,Groceries,Karnataka,1846,102,124,84,182.05,0.24,Extreme Heat,Summer Special,146.43,Low
15-12-2032,DMART_074,PRD_0010,Stationery,Andhra Pradesh,1821,109,124,149,3490.17,0.08,Rainy,None,3167.45,Medium
16-12-2032,DMART_008,PRD_0583,Personal Care,Tamil Nadu,1196,136,157,169,2612.29,0.07,Extreme Heat,None,2579.62,Low
17-12-2032,DMART_024,PRD_0090,Groceries,Tamil Nadu,469,88,106,103,2936.26,0.22,Humid,Festive Discount,2355.12,Medium
18-12-2032,DMART_092,PRD_0226,Personal Care,Karnataka,1639,110,203,134,761.03,0.36,Humid,None,502.56,Medium
19-12-2032,DMART_041,PRD_0670,Groceries,Andhra Pradesh,265,108,176,116,386.96,0.32,Extreme Heat,None,267.27,Low
20-12-2032,DMART_036,PRD_0740,Personal Care,Andhra Pradesh,1493,183,259,188,1812.5,0.36,Cloudy,End of Month,1135.52,Low
21-12-2032,DMART_085,PRD_0917,Groceries,Maharashtra,758,48,81,35,2707.17,0.23,Rainy,None,2288.07,Medium
22-12-2032,DMART_072,PRD_0126,Electronics,Telangana,600,412,436,413,2239.48,0.16,Rainy,End of Month,2053.66,High
23-12-2032,DMART_055,PRD_0956,Personal Care,Gujarat,1015,46,118,94,2216.09,0.29,Humid,None,1665.57,Low
24-12-2032,DMART_009,PRD_0209,Groceries,Maharashtra,1950,178,237,201,2654.69,0.1,Rainy,None,2439.3,Medium
25-12-2032,DMART_047,PRD_0097,Home & Kitchen,Gujarat,1301,120,150,140,810.03,0.03,Extreme Heat,Diwali Sale,875.72,High
26-12-2032,DMART_015,PRD_0074,Groceries,Andhra Pradesh,1310,182,192,197,2322.09,0.14,Humid,Diwali Sale,1961.01,Medium
27-12-2032,DMART_048,PRD_0627,Apparel,Tamil Nadu,1717,39,59,48,1384.55,0.12,Rainy,Summer Special,1263.38,Medium
28-12-2032,DMART_082,PRD_0191,Personal Care,Maharashtra,1403,77,153,105,262.74,0.27,Sunny,Republic Day Offer,207.28,Medium
29-12-2032,DMART_042,PRD_0682,Home & Kitchen,Karnataka,882,16,47,12,723.46,0.22,Rainy,None,628.8,Medium
30-12-2032,DMART_060,PRD_0819,Groceries,Karnataka,1542,106,189,115,2783.13,0.06,Extreme Heat,Republic Day Offer,2825.23,Medium
31-12-2032,DMART_084,PRD_0960,Apparel,Gujarat,729,56,153,39,3137.84,0.36,Rainy,End of Month,1955.08,Medium
01-01-2033,DMART_070,PRD_0716,Home & Kitchen,Andhra Pradesh,536,56,72,70,1004.22,0.24,Cloudy,Festive Discount,740.51,Medium
02-01-2033,DMART_012,PRD_0056,Groceries,Tamil Nadu,1622,88,146,84,682.46,0.18,Cloudy,End of Month,537.28,Medium
03-01-2033,DMART_002,PRD_0720,Groceries,Gujarat,1652,135,145,121,113,0.37,Humid,Diwali Sale,75.6,Medium
04-01-2033,DMART_007,PRD_0553,Groceries,Tamil Nadu,672,108,182,149,3317.99,0.04,Cloudy,None,3180.77,Medium
05-01-2033,DMART_080,PRD_0032,Electronics,Telangana,1488,110,182,147,2399.82,0.32,Extreme Heat,Summer Special,1602.35,Low
06-01-2033,DMART_003,PRD_0527,Groceries,Tamil Nadu,268,255,328,278,3350.46,0.15,Sunny,End of Month,2753.9,High
07-01-2033,DMART_003,PRD_0574,Personal Care,Karnataka,770,142,177,179,3026.2,0.28,Sunny,None,2349.59,Medium
08-01-2033,DMART_027,PRD_0667,Groceries,Maharashtra,430,196,222,228,1204.82,0.37,Humid,Republic Day Offer,835.46,High
09-01-2033,DMART_040,PRD_0284,Groceries,Maharashtra,136,136,156,124,412.14,0.21,Humid,Diwali Sale,365.17,High
10-01-2033,DMART_033,PRD_0721,Personal Care,Maharashtra,1534,159,235,144,1756.72,0.01,Cloudy,None,1859.3,Medium
11-01-2033,DMART_092,PRD_0832,Electronics,Tamil Nadu,864,344,363,342,113.31,0.01,Extreme Heat,Diwali Sale,114.52,High
12-01-2033,DMART_001,PRD_0494,Personal Care,Karnataka,460,162,237,161,541.71,0.13,Cloudy,None,492.06,High
13-01-2033,DMART_008,PRD_0187,Apparel,Tamil Nadu,740,109,150,152,832.35,0.31,Extreme Heat,End of Month,618.68,High
14-01-2033,DMART_032,PRD_0498,Personal Care,Andhra Pradesh,1989,182,207,188,2336.45,0.12,Extreme Heat,None,2246.47,Medium
15-01-2033,DMART_048,PRD_0442,Groceries,Karnataka,1062,264,299,250,1794.37,0.13,Sunny,None,1684.38,High
16-01-2033,DMART_004,PRD_0130,Groceries,Karnataka,574,183,266,186,1072.42,0.31,Extreme Heat,None,845.33,Medium
17-01-2033,DMART_094,PRD_0639,Personal Care,Tamil Nadu,496,425,490,412,1985.39,0.05,Rainy,None,2074.81,High
18-01-2033,DMART_070,PRD_0292,Electronics,Tamil Nadu,349,177,195,223,455.71,0.34,Extreme Heat,None,330.88,Medium
19-01-2033,DMART_019,PRD_0114,Stationery,Maharashtra,457,314,328,304,2649.86,0.11,Sunny,Summer Special,2627.14,High
20-01-2033,DMART_032,PRD_0199,Groceries,Karnataka,1710,122,138,167,2497.88,0.02,Cloudy,None,2550.92,Medium
21-01-2033,DMART_009,PRD_0013,Groceries,Maharashtra,424,171,245,151,773.43,0.05,Extreme Heat,Summer Special,736.81,High
22-01-2033,DMART_012,PRD_0271,Groceries,Andhra Pradesh,282,282,303,268,2130.24,0.38,Rainy,Diwali Sale,1470.32,High
23-01-2033,DMART_011,PRD_0601,Electronics,Telangana,1836,76,165,79,1771.49,0.18,Humid,Festive Discount,1514.85,Medium
24-01-2033,DMART_046,PRD_0215,Stationery,Maharashtra,1972,194,251,185,231.64,0.1,Cloudy,None,223.37,Low
25-01-2033,DMART_016,PRD_0444,Apparel,Tamil Nadu,687,130,211,172,987.98,0.21,Humid,None,808.54,Low
26-01-2033,DMART_001,PRD_0790,Groceries,Gujarat,1820,228,262,220,3498.2,0.27,Rainy,Republic Day Offer,2628.28,High
27-01-2033,DMART_063,PRD_0512,Personal Care,Telangana,699,199,221,248,366.38,0.13,Sunny,End of Month,345.61,High
28-01-2033,DMART_021,PRD_0447,Personal Care,Andhra Pradesh,1010,39,89,42,1782.31,0.29,Sunny,None,1370.56,Medium
29-01-2033,DMART_030,PRD_0986,Groceries,Tamil Nadu,1122,439,458,456,2975.68,0.1,Cloudy,None,2709.73,High
30-01-2033,DMART_013,PRD_0993,Personal Care,Telangana,1965,27,76,16,1066.27,0.04,Extreme Heat,None,1011.13,Low
31-01-2033,DMART_034,PRD_0715,Groceries,Tamil Nadu,235,72,114,81,927.27,0.22,Extreme Heat,None,706.1,Low
01-02-2033,DMART_004,PRD_0074,Groceries,Maharashtra,1278,16,60,22,3119.96,0.06,Humid,None,2852.86,Medium
02-02-2033,DMART_028,PRD_0537,Stationery,Tamil Nadu,127,127,173,136,1080.81,0.38,Sunny,Diwali Sale,746.19,Medium
03-02-2033,DMART_095,PRD_0101,Apparel,Andhra Pradesh,1554,97,122,78,2287.2,0,Extreme Heat,End of Month,2303.74,Medium
04-02-2033,DMART_059,PRD_0176,Personal Care,Gujarat,1459,477,558,464,2596.29,0.3,Extreme Heat,Festive Discount,1973.17,High
05-02-2033,DMART_027,PRD_0427,Personal Care,Maharashtra,243,72,114,68,2764.39,0.11,Sunny,None,2478.72,Low
06-02-2033,DMART_069,PRD_0117,Groceries,Maharashtra,1176,469,531,496,3481.76,0.34,Sunny,Republic Day Offer,2489.5,High
07-02-2033,DMART_025,PRD_0166,Home & Kitchen,Andhra Pradesh,1690,97,141,140,2815.11,0.02,Rainy,None,3163.88,Medium
08-02-2033,DMART_003,PRD_0041,Apparel,Andhra Pradesh,1449,174,238,214,2306.4,0.38,Humid,None,1377.33,High
09-02-2033,DMART_097,PRD_0429,Apparel,Telangana,336,198,283,190,3136.21,0.04,Sunny,Republic Day Offer,3253.88,High
10-02-2033,DMART_068,PRD_0344,Home & Kitchen,Gujarat,1909,48,136,48,3171.99,0.32,Rainy,End of Month,2171.01,Medium
11-02-2033,DMART_025,PRD_0424,Groceries,Tamil Nadu,1555,180,206,161,3406.62,0.21,Sunny,Festive Discount,2601.29,Medium
12-02-2033,DMART_020,PRD_0366,Groceries,Telangana,1796,342,378,344,2722.1,0.17,Cloudy,End of Month,2182.06,High
13-02-2033,DMART_034,PRD_0120,Personal Care,Tamil Nadu,299,147,177,142,698.35,0.11,Cloudy,None,636.66,Low
14-02-2033,DMART_026,PRD_0609,Groceries,Tamil Nadu,1878,116,146,108,2490.13,0.34,Cloudy,None,1739.01,Medium
15-02-2033,DMART_005,PRD_0657,Apparel,Tamil Nadu,1274,29,55,12,281.45,0.08,Sunny,End of Month,279.51,Low
16-02-2033,DMART_099,PRD_0728,Groceries,Telangana,585,327,363,308,1126.51,0.29,Extreme Heat,Diwali Sale,850.62,High
17-02-2033,DMART_061,PRD_0229,Groceries,Maharashtra,1534,271,356,315,423.01,0.18,Extreme Heat,None,391.82,High
18-02-2033,DMART_092,PRD_0825,Groceries,Andhra Pradesh,349,230,287,235,3325.8,0.4,Cloudy,None,1956.98,High
19-02-2033,DMART_093,PRD_0130,Electronics,Maharashtra,1551,109,162,118,1198.86,0.24,Humid,Festive Discount,1016.64,High
20-02-2033,DMART_009,PRD_0352,Groceries,Gujarat,1156,165,210,182,2501.99,0.04,Rainy,End of Month,2535.57,Low
21-02-2033,DMART_050,PRD_0889,Home & Kitchen,Telangana,858,155,192,154,2008.19,0.17,Cloudy,None,1870.33,High
22-02-2033,DMART_006,PRD_0318,Personal Care,Gujarat,507,67,101,71,394.14,0.03,Rainy,Festive Discount,395.82,Medium
23-02-2033,DMART_083,PRD_0984,Groceries,Andhra Pradesh,740,79,161,110,1973.48,0.11,Rainy,End of Month,1837.82,Medium
24-02-2033,DMART_060,PRD_0649,Personal Care,Andhra Pradesh,1371,71,127,60,2320.36,0.14,Cloudy,None,2064.28,Medium
25-02-2033,DMART_044,PRD_0836,Home & Kitchen,Karnataka,1437,138,170,158,3087.68,0.34,Extreme Heat,None,1975.29,Medium
26-02-2033,DMART_011,PRD_0337,Personal Care,Gujarat,767,344,428,384,263.9,0.34,Humid,Diwali Sale,170.52,High
27-02-2033,DMART_066,PRD_0273,Stationery,Maharashtra,89,89,148,70,1048.81,0,Cloudy,None,1104.93,Medium
28-02-2033,DMART_047,PRD_0117,Groceries,Gujarat,1889,148,222,134,2429.35,0.21,Rainy,Summer Special,2027.89,Medium
01-03-2033,DMART_073,PRD_0818,Groceries,Telangana,1698,68,93,107,139.47,0.09,Sunny,Summer Special,132.45,Medium
02-03-2033,DMART_085,PRD_0368,Electronics,Andhra Pradesh,1413,174,233,214,728.37,0.13,Sunny,None,603.63,Medium
03-03-2033,DMART_088,PRD_0094,Groceries,Andhra Pradesh,1589,166,188,172,780.97,0.01,Rainy,End of Month,812.68,Low
04-03-2033,DMART_098,PRD_0168,Personal Care,Gujarat,157,157,250,137,2349.26,0.3,Cloudy,Diwali Sale,1606.24,High
05-03-2033,DMART_086,PRD_0954,Apparel,Gujarat,1389,91,180,97,1015.14,0.38,Extreme Heat,None,669.21,Medium
06-03-2033,DMART_003,PRD_0715,Groceries,Tamil Nadu,1187,291,380,330,2106.59,0.09,Cloudy,End of Month,1931.67,High
07-03-2033,DMART_076,PRD_0341,Home & Kitchen,Gujarat,1240,55,99,87,3379.41,0.14,Humid,Diwali Sale,3337.29,Medium
08-03-2033,DMART_092,PRD_0661,Groceries,Tamil Nadu,310,146,187,161,2780.49,0.08,Sunny,Republic Day Offer,2613.94,Low
09-03-2033,DMART_030,PRD_0914,Groceries,Telangana,1691,80,176,83,1178.5,0.37,Rainy,None,827.21,Medium
10-03-2033,DMART_090,PRD_0695,Groceries,Telangana,1297,112,146,126,1663.95,0,Extreme Heat,Diwali Sale,1662.48,Medium
11-03-2033,DMART_021,PRD_0925,Apparel,Maharashtra,1335,51,103,63,718.35,0.23,Cloudy,None,546.43,Medium
12-03-2033,DMART_028,PRD_0152,Groceries,Gujarat,1324,171,208,167,74.71,0.35,Humid,None,48.28,Low
13-03-2033,DMART_090,PRD_0586,Home & Kitchen,Maharashtra,575,37,112,85,1028.21,0.07,Cloudy,None,972.13,Low
14-03-2033,DMART_062,PRD_0877,Electronics,Karnataka,759,109,185,123,1305.54,0.24,Humid,Republic Day Offer,1111.05,Medium
15-03-2033,DMART_033,PRD_0913,Personal Care,Telangana,175,70,112,96,1984,0.02,Cloudy,None,2144.18,Low
16-03-2033,DMART_085,PRD_0274,Personal Care,Andhra Pradesh,1279,49,105,87,3305.35,0.33,Extreme Heat,None,2296.71,Medium
17-03-2033,DMART_035,PRD_0554,Personal Care,Tamil Nadu,1213,408,452,448,3318.53,0.11,Extreme Heat,None,2916.92,High
18-03-2033,DMART_052,PRD_0496,Groceries,Karnataka,1135,68,141,69,263.94,0.4,Rainy,Summer Special,151.99,Low
19-03-2033,DMART_034,PRD_0724,Personal Care,Andhra Pradesh,1356,182,281,188,2158.97,0.37,Extreme Heat,None,1460.41,Medium
20-03-2033,DMART_041,PRD_0101,Home & Kitchen,Karnataka,103,103,124,97,167.39,0.29,Humid,End of Month,129.7,High
21-03-2033,DMART_051,PRD_0557,Electronics,Maharashtra,395,166,228,181,2275.32,0.2,Rainy,None,1949.91,High
22-03-2033,DMART_047,PRD_0082,Electronics,Maharashtra,1597,148,201,184,429.61,0.31,Extreme Heat,Diwali Sale,311.33,Low
23-03-2033,DMART_082,PRD_0529,Stationery,Tamil Nadu,185,175,230,195,3313.48,0.05,Sunny,End of Month,3602.89,Low
24-03-2033,DMART_058,PRD_0073,Stationery,Telangana,379,66,86,90,3027.9,0.12,Humid,None,2544.47,Medium
25-03-2033,DMART_075,PRD_0014,Personal Care,Tamil Nadu,1217,132,211,154,97.7,0.01,Rainy,None,111.01,Medium
26-03-2033,DMART_057,PRD_0433,Home & Kitchen,Andhra Pradesh,1509,149,247,140,2741.82,0.26,Humid,None,2039.62,Medium
27-03-2033,DMART_023,PRD_0157,Stationery,Karnataka,1355,179,234,226,2232.92,0.32,Rainy,Republic Day Offer,1558.82,Medium
28-03-2033,DMART_048,PRD_0735,Groceries,Tamil Nadu,185,146,214,192,1743.88,0.38,Humid,None,1189.87,Medium
29-03-2033,DMART_022,PRD_0132,Electronics,Gujarat,1562,159,227,142,2117.17,0.27,Sunny,Diwali Sale,1538.46,Low
30-03-2033,DMART_017,PRD_0338,Personal Care,Gujarat,862,175,218,219,2380.31,0.29,Extreme Heat,None,1845.45,Low
31-03-2033,DMART_069,PRD_0404,Home & Kitchen,Telangana,1806,66,96,50,3097.91,0.36,Cloudy,None,2015.4,Medium
01-04-2033,DMART_011,PRD_0376,Home & Kitchen,Tamil Nadu,901,76,167,57,2690.4,0.37,Cloudy,Republic Day Offer,1929.04,Medium
02-04-2033,DMART_094,PRD_0888,Electronics,Andhra Pradesh,1794,39,120,64,2022.31,0.2,Cloudy,None,1592.51,Medium
03-04-2033,DMART_015,PRD_0559,Groceries,Gujarat,1988,130,191,118,2889.66,0.04,Rainy,Summer Special,3152.34,Medium
04-04-2033,DMART_091,PRD_0107,Home & Kitchen,Telangana,1474,163,220,150,3454.49,0.19,Extreme Heat,Festive Discount,3100.94,Low
05-04-2033,DMART_035,PRD_0620,Personal Care,Tamil Nadu,920,445,532,482,1064.63,0.22,Rainy,None,817.16,High
06-04-2033,DMART_033,PRD_0265,Groceries,Telangana,941,339,367,381,432.1,0.25,Rainy,End of Month,333,High
07-04-2033,DMART_084,PRD_0205,Apparel,Andhra Pradesh,1522,31,124,71,2565.44,0.4,Rainy,None,1494.41,Medium
08-04-2033,DMART_016,PRD_0079,Personal Care,Gujarat,684,145,158,139,3425.52,0.37,Rainy,Republic Day Offer,2309.02,Medium
09-04-2033,DMART_034,PRD_0155,Home & Kitchen,Gujarat,1701,118,159,139,426.14,0.16,Extreme Heat,None,408.83,Medium
10-04-2033,DMART_066,PRD_0783,Groceries,Gujarat,718,75,174,104,1522.34,0.05,Cloudy,Summer Special,1396.83,Low
11-04-2033,DMART_099,PRD_0988,Personal Care,Maharashtra,1343,131,168,161,236.69,0.09,Humid,None,215.74,High
12-04-2033,DMART_040,PRD_0997,Home & Kitchen,Gujarat,1090,142,227,146,2722.33,0.07,Rainy,Summer Special,2787.66,Low
13-04-2033,DMART_028,PRD_0247,Personal Care,Karnataka,318,318,385,319,3321.51,0.14,Extreme Heat,End of Month,2975.51,High
14-04-2033,DMART_047,PRD_0531,Groceries,Maharashtra,910,96,179,97,1756.5,0.35,Sunny,None,1162.04,Medium
15-04-2033,DMART_039,PRD_0858,Electronics,Tamil Nadu,531,133,183,181,1445.13,0.18,Humid,None,1268.24,Medium
16-04-2033,DMART_070,PRD_0948,Personal Care,Maharashtra,1292,86,128,134,3178.86,0.23,Rainy,End of Month,2469.25,Low
17-04-2033,DMART_073,PRD_0538,Home & Kitchen,Maharashtra,1392,92,115,137,484.19,0.07,Rainy,None,457.4,Medium
18-04-2033,DMART_020,PRD_0729,Personal Care,Maharashtra,1311,288,384,331,3122.71,0.2,Humid,Festive Discount,2776.02,High
19-04-2033,DMART_001,PRD_0154,Groceries,Telangana,1618,432,523,433,1384.6,0.35,Humid,Festive Discount,925.47,High
20-04-2033,DMART_072,PRD_0154,Personal Care,Karnataka,334,77,139,69,1966.73,0.31,Rainy,Republic Day Offer,1479.33,Medium
21-04-2033,DMART_087,PRD_0686,Personal Care,Andhra Pradesh,1110,163,248,169,1858.46,0.03,Extreme Heat,Diwali Sale,1766.93,Medium
22-04-2033,DMART_063,PRD_0092,Personal Care,Gujarat,152,83,134,109,2163.61,0.34,Sunny,None,1470.49,Medium
23-04-2033,DMART_067,PRD_0433,Personal Care,Maharashtra,1796,175,220,175,3298.59,0.11,Extreme Heat,Summer Special,3113.02,Medium
24-04-2033,DMART_004,PRD_0338,Personal Care,Andhra Pradesh,1503,43,77,53,3329.92,0.27,Cloudy,None,2439.25,Low
25-04-2033,DMART_058,PRD_0480,Groceries,Telangana,841,43,104,60,2912.4,0.06,Cloudy,None,2831.61,Medium
26-04-2033,DMART_025,PRD_0693,Personal Care,Andhra Pradesh,1727,285,334,303,686.57,0.27,Cloudy,None,552.3,High
27-04-2033,DMART_047,PRD_0131,Groceries,Maharashtra,288,209,304,224,1180.64,0.01,Rainy,Festive Discount,1148.15,High
28-04-2033,DMART_038,PRD_0450,Groceries,Tamil Nadu,790,125,204,169,1717.63,0.24,Sunny,None,1370.86,Medium
29-04-2033,DMART_015,PRD_0993,Electronics,Karnataka,694,45,134,35,3171,0.26,Sunny,Summer Special,2352.07,Medium
